Event,Fighter 1,Fighter 2,Result,KDs (Fighter 1),KDs (Fighter 2),STR (Fighter 1),STR (Fighter 2),TDs (Fighter 1),TDs (Fighter 2),Subs (Fighter 1),Subs (Fighter 2),Weight Class,Method,Round,Time
UFC Fight Night: Namajunas vs. Cortez,Julian Erosa,Christian Rodriguez,Julian Erosa,0,0,35,33,1,0,1,0,Featherweight,"SUB

      

      
        Guillotine Choke",1,4:49
UFC Fight Night: Namajunas vs. Cortez,Abdul Razak Alhassan,Cody Brundage,Draw,0,0,23,1,0,0,0,0,Middleweight,CNC,1,0:37
UFC Fight Night: Namajunas vs. Cortez,Charles Johnson,Joshua Van,Charles Johnson,1,0,88,67,0,1,0,0,Flyweight,"KO/TKO

      

      
        Punch",3,0:20
UFC Fight Night: Namajunas vs. Cortez,Jasmine Jasudavicius,Fatima Kline,Jasmine Jasudavicius,0,0,40,39,4,1,1,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,Montel Jackson,Da'Mon Blackshear,Montel Jackson,1,0,4,1,0,0,0,0,Bantamweight,"KO/TKO

      

      
        Punch",1,0:18
UFC Fight Night: Namajunas vs. Cortez,Luana Santos,Mariya Agapova,Luana Santos,0,0,2,3,1,0,3,0,Women's Flyweight,"SUB

      

      
        Rear Naked Choke",1,3:27
UFC Fight Night: Namajunas vs. Cortez,Andre Petroski,Josh Fremd,Andre Petroski,0,0,12,16,3,0,1,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,Evan Elder,Darrius Flowers,Evan Elder,0,0,45,24,0,1,1,0,Welterweight,"SUB

      

      
        Arm Triangle",2,1:46
UFC 303: Pereira vs. Prochazka 2,Alex Pereira,Jiri Prochazka,Alex Pereira,2,0,38,7,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Kick",2,0:13
UFC 303: Pereira vs. Prochazka 2,Diego Lopes,Dan Ige,Diego Lopes,0,0,49,42,1,0,1,0,Catch Weight,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Roman Dolidze,Anthony Smith,Roman Dolidze,0,0,100,51,1,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Macy Chiasson,Mayra Bueno Silva,Macy Chiasson,0,0,50,46,1,0,0,0,Women's Bantamweight,KO/TKO,2,1:58
UFC 303: Pereira vs. Prochazka 2,Ian Machado Garry,Michael Page,Ian Machado Garry,0,0,19,21,2,0,2,0,Welterweight,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Joe Pyfer,Marc-Andre Barriault,Joe Pyfer,1,0,8,0,0,0,0,0,Middleweight,"KO/TKO

      

      
        Punch",1,1:25
UFC 303: Pereira vs. Prochazka 2,Andre Fili,Cub Swanson,Andre Fili,0,0,67,62,2,0,0,0,Featherweight,S-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Jean Silva,Charles Jourdain,Jean Silva,2,0,34,23,0,3,0,0,Featherweight,"KO/TKO

      

      
        Punch",2,1:22
UFC 303: Pereira vs. Prochazka 2,Payton Talbott,Yanis Ghemmouri,Payton Talbott,1,0,13,1,0,0,0,0,Bantamweight,"KO/TKO

      

      
        Punch",1,0:19
UFC 303: Pereira vs. Prochazka 2,Gillian Robertson,Michelle Waterson-Gomez,Gillian Robertson,0,0,77,21,2,1,2,0,Women's Strawweight,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Martin Buday,Andrei Arlovski,Martin Buday,0,0,54,74,0,0,0,0,Heavyweight,S-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Rei Tsuruya,Carlos Hernandez,Rei Tsuruya,0,0,17,16,3,1,0,0,Flyweight,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Vinicius Oliveira,Ricky Simon,Vinicius Oliveira,0,0,96,42,1,2,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Robert Whittaker,Ikram Aliskerov,Robert Whittaker,1,0,14,5,0,0,0,0,Middleweight,"KO/TKO

      

      
        Punch",1,1:49
UFC Fight Night: Whittaker vs. Aliskerov,Alexander Volkov,Sergei Pavlovich,Alexander Volkov,0,0,83,46,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Kelvin Gastelum,Daniel Rodriguez,Kelvin Gastelum,0,0,112,127,4,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Shara Magomedov,Antonio Trocoli,Shara Magomedov,1,0,82,16,0,0,0,0,Middleweight,"KO/TKO

      

      
        Punches",3,2:27
UFC Fight Night: Whittaker vs. Aliskerov,Volkan Oezdemir,Johnny Walker,Volkan Oezdemir,2,0,37,15,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punch",1,2:28
UFC Fight Night: Whittaker vs. Aliskerov,Nasrat Haqparast,Jared Gordon,Nasrat Haqparast,0,0,146,141,0,0,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Felipe Lima,Muhammad Naimov,Felipe Lima,0,0,37,30,1,1,1,0,Featherweight,"SUB

      

      
        Rear Naked Choke",3,1:15
UFC Fight Night: Whittaker vs. Aliskerov,Rinat Fakhretdinov,Nicolas Dalby,Rinat Fakhretdinov,0,0,68,66,5,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Muin Gafurov,Kyung Ho Kang,Muin Gafurov,0,0,47,12,1,3,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Magomed Gadzhiyasulov,Brendson Ribeiro,Magomed Gadzhiyasulov,0,0,26,17,5,3,0,1,Light Heavyweight,M-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,ChangHo Lee,Xiao Long,ChangHo Lee,0,0,84,68,2,2,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Tatsuro Taira,Alex Perez,Tatsuro Taira,0,0,31,41,2,1,0,0,Flyweight,KO/TKO,2,2:59
UFC Fight Night: Perez vs. Taira,Miles Johns,Douglas Silva de Andrade,Miles Johns,0,0,50,36,0,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Lucas Almeida,Timmy Cuamba,Lucas Almeida,1,0,70,59,0,2,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Brady Hiestand,Garrett Armfield,Brady Hiestand,0,1,22,49,6,0,3,1,Bantamweight,"SUB

      

      
        Rear Naked Choke",3,1:52
UFC Fight Night: Perez vs. Taira,Asu Almabayev,Jose Johnson,Asu Almabayev,0,0,20,5,6,1,4,1,Flyweight,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Adam Fugitt,Josh Quinlan,Adam Fugitt,0,0,80,53,0,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Nate Maness,Jimmy Flick,Nate Maness,0,0,89,37,0,1,2,2,Flyweight,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Gabriella Fernandes,Carli Judice,Gabriella Fernandes,0,0,119,169,2,2,0,0,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Westin Wilson,Jeka Saragih,Westin Wilson,0,0,0,4,1,0,3,0,Featherweight,"SUB

      

      
        Triangle Armbar",1,1:49
UFC Fight Night: Perez vs. Taira,Melquizael Costa,Shayilan Nuerdanbieke,Melquizael Costa,0,0,16,6,2,4,2,1,Featherweight,"SUB

      

      
        Rear Naked Choke",3,1:50
UFC Fight Night: Perez vs. Taira,Josefine Knutsson,Julia Polastri,Josefine Knutsson,0,0,124,64,0,3,0,1,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Nassourdine Imavov,Jared Cannonier,Nassourdine Imavov,0,0,82,64,2,1,0,0,Middleweight,"KO/TKO

      

      
        Punches",4,1:34
UFC Fight Night: Cannonier vs. Imavov,Dominick Reyes,Dustin Jacoby,Dominick Reyes,2,0,20,6,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punches",1,2:00
UFC Fight Night: Cannonier vs. Imavov,Raul Rosas Jr.,Ricky Turcios,Raul Rosas Jr.,0,0,3,7,4,0,1,1,Bantamweight,"SUB

      

      
        Rear Naked Choke",2,2:22
UFC Fight Night: Cannonier vs. Imavov,Brunno Ferreira,Dustin Stoltzfus,Brunno Ferreira,1,0,24,18,0,1,0,2,Middleweight,"KO/TKO

      

      
        Spinning Back Elbow",1,4:51
UFC Fight Night: Cannonier vs. Imavov,Zachary Reese,Julian Marquez,Zachary Reese,1,0,6,1,0,0,0,0,Middleweight,"KO/TKO

      

      
        Punch",1,0:20
UFC Fight Night: Cannonier vs. Imavov,Punahele Soriano,Miguel Baeza,Punahele Soriano,0,0,144,7,5,0,0,3,Welterweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Ludovit Klein,Thiago Moises,Ludovit Klein,2,0,56,24,1,0,0,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Carlos Prates,Charles Radtke,Carlos Prates,1,0,15,14,0,0,0,0,Welterweight,"KO/TKO

      

      
        Knee",1,4:47
UFC Fight Night: Cannonier vs. Imavov,Brad Katona,Jesse Butler,Brad Katona,0,0,68,30,3,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Montana De La Rosa,Andrea Lee,Montana De La Rosa,0,0,70,75,3,0,1,0,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Daniel Marcos,John Castaneda,Daniel Marcos,1,0,98,60,0,1,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Denise Gomes,Eduarda Moura,Denise Gomes,0,0,50,18,0,5,1,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Taylor Lapilus,Cody Stamann,Taylor Lapilus,0,0,100,59,0,1,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Puja Tomar,Rayanne dos Santos,Puja Tomar,0,0,95,84,0,0,0,0,Women's Strawweight,S-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Islam Makhachev,Dustin Poirier,Islam Makhachev,0,0,88,74,5,0,2,0,Lightweight,"SUB

      

      
        D'Arce Choke",5,2:42
UFC 302: Makhachev vs. Poirier,Sean Strickland,Paulo Costa,Sean Strickland,0,0,182,158,0,0,0,0,Middleweight,S-DEC,5,5:00
UFC 302: Makhachev vs. Poirier,Kevin Holland,Michal Oleksiejczuk,Kevin Holland,0,0,8,8,0,0,1,0,Middleweight,"SUB

      

      
        Armbar",1,1:34
UFC 302: Makhachev vs. Poirier,Niko Price,Alex Morono,Niko Price,0,0,108,96,5,1,0,0,Welterweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Randy Brown,Elizeu Zaleski dos Santos,Randy Brown,0,0,67,26,0,4,2,1,Welterweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Roman Kopylov,Cesar Almeida,Roman Kopylov,1,0,41,58,5,0,0,0,Middleweight,S-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Jailton Almeida,Alexandr Romanov,Jailton Almeida,0,0,1,1,1,0,2,0,Heavyweight,"SUB

      

      
        Rear Naked Choke",1,2:27
UFC 302: Makhachev vs. Poirier,Grant Dawson,Joe Solecki,Grant Dawson,0,0,46,12,3,0,0,1,Lightweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Jake Matthews,Phil Rowe,Jake Matthews,0,0,66,34,1,0,0,0,Welterweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Bassil Hafez,Mickey Gall,Bassil Hafez,0,0,95,83,3,1,0,0,Welterweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Ailin Perez,Joselyne Edwards,Ailin Perez,1,0,42,27,6,0,0,1,Women's Bantamweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Andre Lima,Mitch Raposo,Andre Lima,0,0,51,32,0,1,0,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Barboza vs. Murphy,Lerone Murphy,Edson Barboza,Lerone Murphy,0,0,220,79,4,0,0,0,Featherweight,U-DEC,5,5:00
UFC Fight Night: Barboza vs. Murphy,Khaos Williams,Carlston Harris,Khaos Williams,1,0,12,14,0,0,0,0,Welterweight,"KO/TKO

      

      
        Punch",1,1:30
UFC Fight Night: Barboza vs. Murphy,Themba Gorimbo,Ramiz Brahimaj,Themba Gorimbo,0,0,43,3,5,1,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Murphy,Adrian Yanez,Vinicius Salvador,Adrian Yanez,1,0,36,17,0,0,0,0,Bantamweight,"KO/TKO

      

      
        Punches",1,2:47
UFC Fight Night: Barboza vs. Murphy,Angela Hill,Luana Pinheiro,Angela Hill,0,0,28,17,2,1,1,0,Women's Strawweight,"SUB

      

      
        Guillotine Choke",2,4:12
UFC Fight Night: Barboza vs. Murphy,Tom Nolan,Victor Martinez,Tom Nolan,0,1,33,18,0,0,0,0,Lightweight,"KO/TKO

      

      
        Knee",1,3:50
UFC Fight Night: Barboza vs. Murphy,Oumar Sy,Tuco Tokkos,Oumar Sy,0,0,0,3,2,0,1,0,Light Heavyweight,"SUB

      

      
        Rear Naked Choke",1,3:43
UFC Fight Night: Barboza vs. Murphy,Melissa Gatto,Tamires Vidal,Melissa Gatto,0,0,30,15,2,0,1,1,Women's Bantamweight,"KO/TKO

      

      
        Punch",3,0:37
UFC Fight Night: Barboza vs. Murphy,Abus Magomedov,Warlley Alves,Abus Magomedov,0,0,22,16,6,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Murphy,Ariane Carnelossi,Piera Rodriguez,Ariane Carnelossi,0,1,16,40,0,1,0,0,Women's Strawweight,DQ,2,3:16
UFC Fight Night: Barboza vs. Murphy,Alatengheili,Kleydson Rodrigues,Alatengheili,0,0,18,37,3,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Murphy,Vanessa Demopoulos,Emily Ducote,Vanessa Demopoulos,0,0,109,143,0,0,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Derrick Lewis,Rodrigo Nascimento,Derrick Lewis,1,0,41,27,1,1,0,0,Heavyweight,"KO/TKO

      

      
        Punch",3,0:49
UFC Fight Night: Lewis vs. Nascimento,Joaquin Buckley,Nursulton Ruziboev,Joaquin Buckley,1,0,86,31,4,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Carlos Ulberg,Alonzo Menifield,Carlos Ulberg,1,0,7,1,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punches",1,0:12
UFC Fight Night: Lewis vs. Nascimento,Diego Ferreira,Mateusz Rebecki,Diego Ferreira,0,1,123,52,3,4,0,0,Lightweight,"KO/TKO

      

      
        Punches",3,4:51
UFC Fight Night: Lewis vs. Nascimento,Sean Woodson,Alex Caceres,Sean Woodson,0,0,101,82,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Waldo Cortes-Acosta,Robelis Despaigne,Waldo Cortes-Acosta,0,0,52,26,3,0,1,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Chase Hooper,Viacheslav Borshchev,Chase Hooper,1,0,62,2,1,0,2,0,Lightweight,"SUB

      

      
        D'Arce Choke",2,3:00
UFC Fight Night: Lewis vs. Nascimento,Esteban Ribovics,Terrance McKinney,Esteban Ribovics,1,0,5,5,0,0,0,0,Lightweight,"KO/TKO

      

      
        Kick",1,0:37
UFC Fight Night: Lewis vs. Nascimento,Tabatha Ricci,Tecia Pennington,Tabatha Ricci,0,0,54,80,1,0,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Trey Waters,Billy Ray Goff,Trey Waters,0,0,96,116,0,1,1,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Charles Johnson,Jake Hadley,Charles Johnson,1,0,70,48,0,0,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Veronica Hardy,JJ Aldrich,Veronica Hardy,0,0,36,27,0,0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Alexandre Pantoja,Steve Erceg,Alexandre Pantoja,0,0,125,111,9,1,0,0,Flyweight,U-DEC,5,5:00
UFC 301: Pantoja vs. Erceg,Jose Aldo,Jonathan Martinez,Jose Aldo,0,0,77,52,1,0,0,0,Bantamweight,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Anthony Smith,Vitor Petrino,Anthony Smith,0,0,11,10,0,1,1,0,Light Heavyweight,"SUB

      

      
        Guillotine Choke",1,2:00
UFC 301: Pantoja vs. Erceg,Michel Pereira,Ihor Potieria,Michel Pereira,0,0,6,2,0,0,1,0,Middleweight,"SUB

      

      
        Guillotine Choke",1,0:54
UFC 301: Pantoja vs. Erceg,Caio Borralho,Paul Craig,Caio Borralho,1,0,36,22,0,0,0,0,Middleweight,"KO/TKO

      

      
        Punches",2,2:10
UFC 301: Pantoja vs. Erceg,Joanderson Brito,Jack Shore,Joanderson Brito,0,0,30,24,1,0,0,0,Featherweight,KO/TKO,2,3:35
UFC 301: Pantoja vs. Erceg,Iasmin Lucindo,Karolina Kowalkiewicz,Iasmin Lucindo,0,0,83,42,2,0,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Myktybek Orolbai,Elves Brener,Myktybek Orolbai,1,0,65,48,5,3,0,0,Lightweight,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Drakkar Klose,Joaquim Silva,Drakkar Klose,0,1,70,59,0,0,0,1,Lightweight,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Mauricio Ruffy,Jamie Mullarkey,Mauricio Ruffy,1,0,25,14,0,0,0,0,Lightweight,"KO/TKO

      

      
        Punches",1,4:42
UFC 301: Pantoja vs. Erceg,Dione Barbosa,Ernesta Kareckaite,Dione Barbosa,0,0,39,53,2,1,1,0,Women's Flyweight,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Ismael Bonfim,Vinc Pichel,Ismael Bonfim,0,0,111,61,1,1,0,0,Lightweight,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Alessandro Costa,Kevin Borjas,Alessandro Costa,1,0,46,18,0,0,0,0,Flyweight,"KO/TKO

      

      
        Punches",2,1:35
UFC Fight Night: Nicolau vs. Perez,Alex Perez,Matheus Nicolau,Alex Perez,1,0,28,22,0,0,0,0,Flyweight,"KO/TKO

      

      
        Punch",2,2:16
UFC Fight Night: Nicolau vs. Perez,Bogdan Guskov,Ryan Spann,Bogdan Guskov,1,0,31,15,0,1,0,1,Light Heavyweight,"KO/TKO

      

      
        Punches",2,3:16
UFC Fight Night: Nicolau vs. Perez,Karine Silva,Ariane da Silva,Karine Silva,0,0,27,42,5,0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,Jhonata Diniz,Austen Lane,Jhonata Diniz,1,0,20,17,0,1,0,0,Heavyweight,"KO/TKO

      

      
        Punch",2,2:12
UFC Fight Night: Nicolau vs. Perez,David Onama,Jonathan Pearce,David Onama,0,0,58,57,0,5,1,1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,Uros Medic,Tim Means,Uros Medic,1,0,7,7,0,0,0,0,Welterweight,"KO/TKO

      

      
        Punch",1,2:09
UFC Fight Night: Nicolau vs. Perez,Victor Henry,Rani Yahya,Victor Henry,2,0,109,54,0,0,0,0,Bantamweight,"KO/TKO

      

      
        Punches",3,2:36
UFC Fight Night: Nicolau vs. Perez,Austin Hubbard,Michal Figlak,Austin Hubbard,0,0,88,92,3,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes,Caio Machado,Don'Tale Mayes,1,0,67,76,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,Ketlen Souza,Marnic Mann,Ketlen Souza,0,0,80,31,1,2,0,1,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,Chris Padilla,James Llontop,Chris Padilla,0,0,12,19,3,0,1,0,Lightweight,"SUB

      

      
        Rear Naked Choke",1,4:33
UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic,Liang Na,Ivana Petrovic,0,0,36,24,3,1,1,0,Women's Flyweight,"SUB

      

      
        Arm Triangle",3,1:29
UFC Fight Night: Nicolau vs. Perez,Maheshate,Gabriel Benitez,Maheshate,0,0,97,121,0,0,0,0,Lightweight,S-DEC,3,5:00
UFC 300: Pereira vs. Hill,Alex Pereira,Jamahal Hill,Alex Pereira,1,0,24,12,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punch",1,3:14
UFC 300: Pereira vs. Hill,Zhang Weili,Yan Xiaonan,Zhang Weili,0,1,106,43,6,3,2,0,Women's Strawweight,U-DEC,5,5:00
UFC 300: Pereira vs. Hill,Max Holloway,Justin Gaethje,Max Holloway,1,0,181,103,0,0,0,0,Lightweight,"KO/TKO

      

      
        Punch",5,4:59
UFC 300: Pereira vs. Hill,Arman Tsarukyan,Charles Oliveira,Arman Tsarukyan,0,0,49,19,2,0,0,4,Lightweight,S-DEC,3,5:00
UFC 300: Pereira vs. Hill,Bo Nickal,Cody Brundage,Bo Nickal,0,0,8,4,3,0,2,0,Middleweight,"SUB

      

      
        Rear Naked Choke",2,3:38
UFC 300: Pereira vs. Hill,Jiri Prochazka,Aleksandar Rakic,Jiri Prochazka,0,0,69,58,1,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punches",2,3:17
UFC 300: Pereira vs. Hill,Aljamain Sterling,Calvin Kattar,Aljamain Sterling,0,0,39,8,8,0,0,0,Featherweight,U-DEC,3,5:00
UFC 300: Pereira vs. Hill,Kayla Harrison,Holly Holm,Kayla Harrison,0,0,51,2,2,0,1,0,Women's Bantamweight,"SUB

      

      
        Rear Naked Choke",2,1:47
UFC 300: Pereira vs. Hill,Diego Lopes,Sodiq Yusuff,Diego Lopes,2,0,26,2,0,0,0,0,Featherweight,"KO/TKO

      

      
        Punches",1,1:29
UFC 300: Pereira vs. Hill,Renato Moicano,Jalin Turner,Renato Moicano,0,1,36,16,2,0,0,0,Lightweight,"KO/TKO

      

      
        Punches",2,4:11
UFC 300: Pereira vs. Hill,Jessica Andrade,Marina Rodriguez,Jessica Andrade,0,0,89,82,1,0,0,1,Women's Strawweight,S-DEC,3,5:00
UFC 300: Pereira vs. Hill,King Green,Jim Miller,King Green,1,0,186,57,1,0,0,0,Lightweight,U-DEC,3,5:00
UFC 300: Pereira vs. Hill,Deiveson Figueiredo,Cody Garbrandt,Deiveson Figueiredo,0,0,13,16,1,0,2,0,Bantamweight,"SUB

      

      
        Rear Naked Choke",2,4:02
UFC Fight Night: Allen vs. Curtis 2,Brendan Allen,Chris Curtis,Brendan Allen,0,0,112,124,6,0,0,0,Middleweight,S-DEC,5,5:00
UFC Fight Night: Allen vs. Curtis 2,Damon Jackson,Alexander Hernandez,Damon Jackson,0,1,42,32,3,0,0,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Chepe Mariscal,Morgan Charriere,Chepe Mariscal,0,0,71,49,1,2,0,1,Featherweight,S-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Ignacio Bahamondes,Christos Giagos,Ignacio Bahamondes,1,0,40,17,0,0,0,0,Lightweight,"KO/TKO

      

      
        Kick",1,3:34
UFC Fight Night: Allen vs. Curtis 2,Charlie Campbell,Trevor Peek,Charlie Campbell,0,0,54,47,4,2,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Alex Morono,Court McGee,Alex Morono,0,0,38,60,0,1,1,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Lukasz Brzeski,Valter Walker,Lukasz Brzeski,0,0,58,33,0,4,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Norma Dumont,Germaine de Randamie,Norma Dumont,0,0,11,16,6,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Victor Hugo,Pedro Falcao,Victor Hugo,1,0,68,42,0,1,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Jean Matsumoto,Dan Argueta,Jean Matsumoto,0,0,19,14,2,9,1,0,Bantamweight,"SUB

      

      
        Guillotine Choke",2,4:59
UFC Fight Night: Allen vs. Curtis 2,Cesar Almeida,Dylan Budka,Cesar Almeida,0,0,29,1,0,3,0,0,Middleweight,"KO/TKO

      

      
        Elbows",2,2:13
UFC Fight Night: Allen vs. Curtis 2,Nora Cornolle,Melissa Mullins,Nora Cornolle,1,0,36,11,0,1,0,0,Women's Bantamweight,"KO/TKO

      

      
        Knee",2,3:06
UFC Fight Night: Blanchfield vs. Fiorot,Manon Fiorot,Erin Blanchfield,Manon Fiorot,0,0,172,130,1,0,0,1,Women's Flyweight,U-DEC,5,5:00
UFC Fight Night: Blanchfield vs. Fiorot,Joaquin Buckley,Vicente Luque,Joaquin Buckley,0,0,55,21,0,0,0,0,Welterweight,"KO/TKO

      

      
        Punches",2,3:17
UFC Fight Night: Blanchfield vs. Fiorot,Chris Weidman,Bruno Silva,Chris Weidman,1,0,75,30,1,0,0,0,Middleweight,U-DEC,3,2:18
UFC Fight Night: Blanchfield vs. Fiorot,Nursulton Ruziboev,Sedriques Dumas,Nursulton Ruziboev,1,0,12,1,0,0,0,0,Middleweight,"KO/TKO

      

      
        Punch",1,3:18
UFC Fight Night: Blanchfield vs. Fiorot,Kyle Nelson,Bill Algeo,Kyle Nelson,0,0,32,30,0,0,0,0,Featherweight,"KO/TKO

      

      
        Punches",1,4:00
UFC Fight Night: Blanchfield vs. Fiorot,Chidi Njokuani,Rhys McKee,Chidi Njokuani,0,0,64,30,0,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Fiorot,Nate Landwehr,Jamall Emmers,Nate Landwehr,1,0,37,39,0,0,0,0,Featherweight,"KO/TKO

      

      
        Punch",1,4:43
UFC Fight Night: Blanchfield vs. Fiorot,Virna Jandiroba,Loopy Godinez,Virna Jandiroba,0,0,30,38,2,0,3,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Fiorot,Julio Arce,Herbert Burns,Julio Arce,2,0,29,15,0,0,0,0,Featherweight,"KO/TKO

      

      
        Punch",2,2:00
UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja,Connor Matthews,Dennis Buzukja,1,0,83,60,0,1,0,0,Featherweight,"KO/TKO

      

      
        Punch",3,0:22
UFC Fight Night: Blanchfield vs. Fiorot,Ibo Aslan,Anton Turkalj,Ibo Aslan,1,0,74,55,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punch",3,1:32
UFC Fight Night: Blanchfield vs. Fiorot,Jacob Malkoun,Andre Petroski,Jacob Malkoun,0,0,20,13,0,1,0,0,Middleweight,"KO/TKO

      

      
        Kick",2,0:39
UFC Fight Night: Blanchfield vs. Fiorot,Caolan Loughran,Angel Pacheco,Caolan Loughran,0,0,140,88,3,0,0,0,Bantamweight,U-DEC,3,5:00
